gfsCode,revStreamName,agencyName,companyName,year,payment,paymentUSD
1112E2,1.6.3 Windfall tax,"Mineral Resources Authority, Petroleum Authority",Bayantegsh impex,2012,0,0
113E,2.1.1 Real estate tax,Local Department of Taxation,Bayantegsh impex,2012,0,0
113E,2.2.1 Land fee,Local Department of Taxation,Bayantegsh impex,2012,0,0
1141E,1.1.3 VAT - Value Added Tax,General Department of Taxation,Bayantegsh impex,2012,16613e3,12306.564044061543
1141E,1.1.5 Tax on vehicle's gasoline and diesel fuel,Customs Office,Bayantegsh impex,2012,0,0
1142E,1.1.4 Excise tax on vehicle's gasoline and diesel fuel,Customs Office,Bayantegsh impex,2012,0,0
114521E,2.2.2 Fee for water use,Local Department of Taxation,Bayantegsh impex,2012,0,0
114521E,2.2.3 Fee for use of wide spread mineral resources,Local Department of Taxation,Bayantegsh impex,2012,0,0
114521E,Fee for forestry use and fire wood,Not available,Bayantegsh impex,2012,0,0
114522E,1.2.11 Fee for air pollution (for only coal extracting companies),General Department of Taxation,Bayantegsh impex,2012,0,0
114522E,2.5.3 Contribution (deposit) at rate of 50% to Environmental protection special account,"Ministry of Environment, Green development and Tourism",Bayantegsh impex,2012,0,0
11451E,2.1.2 Tax on vehicles and self-moving mechanisms,Local Department of Taxation,Bayantegsh impex,2012,1081e3,800.7822627839962
1151E,1.1.2 Customs tax,Customs Office,Bayantegsh impex,2012,7787e3,5768.447252820516
116E,1.6.4 Other (State Budget),Other,Bayantegsh impex,2012,0,0
116E,2.5.4 Other (Local Budget),Other,Bayantegsh impex,2012,0,0
1212E,1.2.12 Social and health insurance charges paid from entity,General Department of Social Insurance,Bayantegsh impex,2012,20246e3,14997.81470150304
1412E2,1.4.1 Dividends on State Property,Ministry of Finance,Bayantegsh impex,2012,0,0
1412E2,2.4.1 Dividends on Local Property,Ministry of Finance,Bayantegsh impex,2012,0,0
1415E1,1.2.1 Fee and extra charges for exploitation of mineral resources,General Department of Taxation,Bayantegsh impex,2012,4821e4,35712.9628943723
1415E1,"1.5.4 Royalty 
(otherwise part of 1.5.3 Petroleum income according to Product sharing agreement)",Ministry of Finance,Bayantegsh impex,2012,0,0
1415E2,1.2.5 Bonus after signing Product Sharing Agreement,Not available,Bayantegsh impex,2012,0,0
1415E2,1.2.7 Bonus for training,Not available,Bayantegsh impex,2012,0,0
1415E31,1.5.1 Advance payments to Government,Ministry of Finance,Bayantegsh impex,2012,0,0
1415E31,1.5.3 Petroleum income according to Product sharing agreement,Ministry of Finance,Bayantegsh impex,2012,0,0
1415E31,2.2.5 Support activities from oil companies to local budget (according to agreement),Petroleum Authority,Bayantegsh impex,2012,0,0
1415E31,"1.2.3 Payment for deposit, exploration carried out by Government",Mineral Resources Authority,Bayantegsh impex,2012,27926e3,20686.998585111818
1415E31,1.2.8 Field deposit according to pledge area under the Production Sharing Agreement,Mineral Resources Authority,Bayantegsh impex,2012,0,0
1421E,1.2.9 Administration and service charges in accordance with Production Sharing Agreement,Petroleum Authority,Bayantegsh impex,2012,0,0
1421E,1.2.10 Fee for supporting field office in according to Production Sharing Agreement,Not available,Bayantegsh impex,2012,0,0
1421E,Service charges paid to local administration,Not available,Bayantegsh impex,2012,0,0
1421E,Service fees paid to state central administration and ministries,Not available,Bayantegsh impex,2012,0,0
1421E,Service fee for foreign experts and workers,Not available,Bayantegsh impex,2012,3e4,22.223374545346793
1422E,1.2.2License fee for exploitation and exploration of mineral resources,Mineral Resources Authority,Bayantegsh impex,2012,3533e3,2617.172742290341
1422E,1.3.1 Customs service fee,Customs Office,Bayantegsh impex,2012,2491e3,1845.2808664152956
1422E,"Stamp fee for licensing possess, utilization, sale, montage, place, rent, produce, decommission, demontage, store, transport, import, export of nuclear generator, dump treatment, deactivate and other related activities, and revenues.",Not available,Bayantegsh impex,2012,0,0
1422E,Stamp fee paid to local budget,Not available,Bayantegsh impex,2012,0,0
1422E,Stamp fees paid to state central administration and ministries,Not available,Bayantegsh impex,2012,0,0
1422E,1.2.4 Payment for recruiting foreign experts and workers (State Budget),Ministry of Labour,Bayantegsh impex,2012,13479e3,9984.962183224316
1422E,2.2.4 Payment for recruiting foreign experts and workers (Local Budget),Local Department of Taxation,Bayantegsh impex,2012,0,0
143E,1.6.1 Penalty (to state),"General Tax Office, Specialised Inspection Organistaion & State Social Insurance office",Bayantegsh impex,2012,0,0
143E,1.6.2 Compensation (to State Budget),"General Tax Office, Specialised Inspection Organistaion & State Social Insurance office",Bayantegsh impex,2012,0,0
143E,2.5.1 Penalty (to Local budget),Local Department of Taxation,Bayantegsh impex,2012,0,0
143E,2.5.2 Compensation (to Local Budget),Local Department of Taxation,Bayantegsh impex,2012,0,0
144E1,3. Donationa and assistance paid to state entities,Ministries and Agencies,Bayantegsh impex,2012,0,0
1112E1,1.1.1 Corporate income tax,General Department of Taxation,Baynteeg,2012,81e3,60.00311127243634
1112E2,1.6.3 Windfall tax,"Mineral Resources Authority, Petroleum Authority",Baynteeg,2012,0,0
113E,2.1.1 Real estate tax,Local Department of Taxation,Baynteeg,2012,0,0
113E,2.2.1 Land fee,Local Department of Taxation,Baynteeg,2012,877e3,649.663315875638
1141E,1.1.3 VAT - Value Added Tax,General Department of Taxation,Baynteeg,2012,118179e3,87544.53934648463
1141E,1.1.5 Tax on vehicle's gasoline and diesel fuel,Customs Office,Baynteeg,2012,0,0
1142E,1.1.4 Excise tax on vehicle's gasoline and diesel fuel,Customs Office,Baynteeg,2012,0,0
114521E,2.2.2 Fee for water use,Local Department of Taxation,Baynteeg,2012,757e3,560.7698176942508
114521E,2.2.3 Fee for use of wide spread mineral resources,Local Department of Taxation,Baynteeg,2012,0,0
114521E,Fee for forestry use and fire wood,Not available,Baynteeg,2012,0,0
114522E,1.2.11 Fee for air pollution (for only coal extracting companies),General Department of Taxation,Baynteeg,2012,377e5,27927.374011985805
114522E,2.5.3 Contribution (deposit) at rate of 50% to Environmental protection special account,"Ministry of Environment, Green development and Tourism",Baynteeg,2012,0,0
11451E,2.1.2 Tax on vehicles and self-moving mechanisms,Local Department of Taxation,Baynteeg,2012,947e3,701.5178564814471
1151E,1.1.2 Customs tax,Customs Office,Baynteeg,2012,0,0
116E,1.6.4 Other (State Budget),Other,Baynteeg,2012,0,0
116E,2.5.4 Other (Local Budget),Other,Baynteeg,2012,0,0
1212E,1.2.12 Social and health insurance charges paid from entity,General Department of Social Insurance,Baynteeg,2012,55628e3,41208.06264028505
1412E2,1.4.1 Dividends on State Property,Ministry of Finance,Baynteeg,2012,0,0
1412E2,2.4.1 Dividends on Local Property,Ministry of Finance,Baynteeg,2012,0,0
1415E1,1.2.1 Fee and extra charges for exploitation of mineral resources,General Department of Taxation,Baynteeg,2012,35265e3,26123.576778055158
1415E1,"1.5.4 Royalty 
(otherwise part of 1.5.3 Petroleum income according to Product sharing agreement)",Ministry of Finance,Baynteeg,2012,0,0
1415E2,1.2.5 Bonus after signing Product Sharing Agreement,Not available,Baynteeg,2012,0,0
1415E2,1.2.7 Bonus for training,Not available,Baynteeg,2012,0,0
1415E31,1.5.1 Advance payments to Government,Ministry of Finance,Baynteeg,2012,0,0
1415E31,1.5.3 Petroleum income according to Product sharing agreement,Ministry of Finance,Baynteeg,2012,0,0
1415E31,2.2.5 Support activities from oil companies to local budget (according to agreement),Petroleum Authority,Baynteeg,2012,0,0
1415E31,"1.2.3 Payment for deposit, exploration carried out by Government",Mineral Resources Authority,Baynteeg,2012,2527e3,1871.9489158697118
1415E31,1.2.8 Field deposit according to pledge area under the Production Sharing Agreement,Mineral Resources Authority,Baynteeg,2012,0,0
1421E,1.2.9 Administration and service charges in accordance with Production Sharing Agreement,Petroleum Authority,Baynteeg,2012,0,0
1421E,1.2.10 Fee for supporting field office in according to Production Sharing Agreement,Not available,Baynteeg,2012,0,0
1421E,Service charges paid to local administration,Not available,Baynteeg,2012,0,0
1421E,Service fees paid to state central administration and ministries,Not available,Baynteeg,2012,0,0
1421E,Service fee for foreign experts and workers,Not available,Baynteeg,2012,0,0
1422E,1.2.2License fee for exploitation and exploration of mineral resources,Mineral Resources Authority,Baynteeg,2012,4052e3,3001.6371219248404
1422E,1.3.1 Customs service fee,Customs Office,Baynteeg,2012,0,0
1422E,"Stamp fee for licensing possess, utilization, sale, montage, place, rent, produce, decommission, demontage, store, transport, import, export of nuclear generator, dump treatment, deactivate and other related activities, and revenues.",Not available,Baynteeg,2012,0,0
1422E,Stamp fee paid to local budget,Not available,Baynteeg,2012,0,0
1422E,Stamp fees paid to state central administration and ministries,Not available,Baynteeg,2012,0,0
1422E,1.2.4 Payment for recruiting foreign experts and workers (State Budget),Ministry of Labour,Baynteeg,2012,0,0
1422E,2.2.4 Payment for recruiting foreign experts and workers (Local Budget),Local Department of Taxation,Baynteeg,2012,0,0
143E,1.6.1 Penalty (to state),"General Tax Office, Specialised Inspection Organistaion & State Social Insurance office",Baynteeg,2012,0,0
143E,1.6.2 Compensation (to State Budget),"General Tax Office, Specialised Inspection Organistaion & State Social Insurance office",Baynteeg,2012,0,0
143E,2.5.1 Penalty (to Local budget),Local Department of Taxation,Baynteeg,2012,0,0
143E,2.5.2 Compensation (to Local Budget),Local Department of Taxation,Baynteeg,2012,0,0
144E1,3. Donationa and assistance paid to state entities,Ministries and Agencies,Baynteeg,2012,6e6,4444.674909069359
1112E1,1.1.1 Corporate income tax,General Department of Taxation,Bayan Erch,2012,571e3,422.98489551310064
1112E2,1.6.3 Windfall tax,"Mineral Resources Authority, Petroleum Authority",Bayan Erch,2012,0,0
113E,2.1.1 Real estate tax,Local Department of Taxation,Bayan Erch,2012,12168e3,9013.80071559266
113E,2.2.1 Land fee,Local Department of Taxation,Bayan Erch,2012,2718e3,2013.4377338084196
1141E,1.1.3 VAT - Value Added Tax,General Department of Taxation,Bayan Erch,2012,496817e3,368031.6757165186
1141E,1.1.5 Tax on vehicle's gasoline and diesel fuel,Customs Office,Bayan Erch,2012,0,0
1142E,1.1.4 Excise tax on vehicle's gasoline and diesel fuel,Customs Office,Bayan Erch,2012,0,0
114521E,2.2.2 Fee for water use,Local Department of Taxation,Bayan Erch,2012,5e6,3703.8957575577992
114521E,2.2.3 Fee for use of wide spread mineral resources,Local Department of Taxation,Bayan Erch,2012,32e6,23704.932848369914
114521E,Fee for forestry use and fire wood,Not available,Bayan Erch,2012,0,0
114522E,1.2.11 Fee for air pollution (for only coal extracting companies),General Department of Taxation,Bayan Erch,2012,0,0
114522E,2.5.3 Contribution (deposit) at rate of 50% to Environmental protection special account,"Ministry of Environment, Green development and Tourism",Bayan Erch,2012,515e4,3815.0126302845333
11451E,2.1.2 Tax on vehicles and self-moving mechanisms,Local Department of Taxation,Bayan Erch,2012,2605e3,1929.7296896876132
1151E,1.1.2 Customs tax,Customs Office,Bayan Erch,2012,23658e4,175253.53166460482
116E,1.6.4 Other (State Budget),Other,Bayan Erch,2012,0,0
116E,2.5.4 Other (Local Budget),Other,Bayan Erch,2012,17853e3,13225.130191935878
1212E,1.2.12 Social and health insurance charges paid from entity,General Department of Social Insurance,Bayan Erch,2012,391296e3,289863.91886986734
1412E2,1.4.1 Dividends on State Property,Ministry of Finance,Bayan Erch,2012,0,0
1412E2,2.4.1 Dividends on Local Property,Ministry of Finance,Bayan Erch,2012,0,0
1415E1,1.2.1 Fee and extra charges for exploitation of mineral resources,General Department of Taxation,Bayan Erch,2012,0,0
1415E1,"1.5.4 Royalty 
(otherwise part of 1.5.3 Petroleum income according to Product sharing agreement)",Ministry of Finance,Bayan Erch,2012,0,0
1415E2,1.2.5 Bonus after signing Product Sharing Agreement,Not available,Bayan Erch,2012,0,0
1415E2,1.2.7 Bonus for training,Not available,Bayan Erch,2012,0,0
1415E31,1.5.1 Advance payments to Government,Ministry of Finance,Bayan Erch,2012,0,0
1415E31,1.5.3 Petroleum income according to Product sharing agreement,Ministry of Finance,Bayan Erch,2012,0,0
1415E31,2.2.5 Support activities from oil companies to local budget (according to agreement),Petroleum Authority,Bayan Erch,2012,0,0
1415E31,"1.2.3 Payment for deposit, exploration carried out by Government",Mineral Resources Authority,Bayan Erch,2012,0,0
1415E31,1.2.8 Field deposit according to pledge area under the Production Sharing Agreement,Mineral Resources Authority,Bayan Erch,2012,0,0
1421E,1.2.9 Administration and service charges in accordance with Production Sharing Agreement,Petroleum Authority,Bayan Erch,2012,0,0
1421E,1.2.10 Fee for supporting field office in according to Production Sharing Agreement,Not available,Bayan Erch,2012,0,0
1421E,Service charges paid to local administration,Not available,Bayan Erch,2012,0,0
1421E,Service fees paid to state central administration and ministries,Not available,Bayan Erch,2012,929140,688.2875408354507
1421E,Service fee for foreign experts and workers,Not available,Bayan Erch,2012,535e3,396.3168460586845
1422E,1.2.2License fee for exploitation and exploration of mineral resources,Mineral Resources Authority,Bayan Erch,2012,818e4,6059.573459364559
1422E,1.3.1 Customs service fee,Customs Office,Bayan Erch,2012,211e4,1563.0440096893913
1422E,"Stamp fee for licensing possess, utilization, sale, montage, place, rent, produce, decommission, demontage, store, transport, import, export of nuclear generator, dump treatment, deactivate and other related activities, and revenues.",Not available,Bayan Erch,2012,0,0
1422E,Stamp fee paid to local budget,Not available,Bayan Erch,2012,1116e4,8267.095330869008
1422E,Stamp fees paid to state central administration and ministries,Not available,Bayan Erch,2012,1116e4,8267.095330869008
1422E,1.2.4 Payment for recruiting foreign experts and workers (State Budget),Ministry of Labour,Bayan Erch,2012,905194e3,670548.8432733549
1422E,2.2.4 Payment for recruiting foreign experts and workers (Local Budget),Local Department of Taxation,Bayan Erch,2012,0,0
143E,1.6.1 Penalty (to state),"General Tax Office, Specialised Inspection Organistaion & State Social Insurance office",Bayan Erch,2012,125e4,925.9739393894498
143E,1.6.2 Compensation (to State Budget),"General Tax Office, Specialised Inspection Organistaion & State Social Insurance office",Bayan Erch,2012,0,0
143E,2.5.1 Penalty (to Local budget),Local Department of Taxation,Bayan Erch,2012,0,0
